cultural group,context,goal,relation,actor,actor_behavior,recipient,recipient_behavior,other_descriptions,topic,agreement,num_support_bin,time_range,eval_whole_desc,eval_scenario,eval_persona,eval_question
African American,in the United States,express pride and acknowledge positive aspects of their race,individual to community and individual to individual,individuals and the community,"express pride, appreciation, and gratitude for being black, including recognizing heritage and positive aspects",their community and others,,,Community and Identity,0.9,"[5, 20)","{2023: '[10, 20)'}","In the United States, individuals and the African American community commonly express pride, appreciation, and gratitude for their heritage and positive aspects of being black. This behavior aims to acknowledge and celebrate their racial identity, fostering a sense of pride and connection to their cultural heritage. This expression of pride and recognition of positive aspects of their race is widely regarded as a normative behavior within the sampled population. It reflects a prevalent cultural value of embracing and celebrating one's African American identity, both within the community and in interactions with others.",Travel Advising,"An international student planning to study in a diverse neighborhood in the United States, eager to understand and respect the cultural nuances of their future community","I'm preparing to study in a vibrant and diverse neighborhood in the US, and I want to make sure I'm being a respectful and considerate neighbor. Could you give me some tips on how to engage with the local community in a way that shows my appreciation for their unique backgrounds and experiences?"
African Americans,dancing and listening to music,join in and learn new dances,peer to peer,people and individuals,perform and learn dance moves like the Nutbush and Cupid Shuffle,others,join in dancing,the Nutbush dance is associated with a specific song,Social Interactions,1.0,"[5, 20)","{2023: '[10, 20)'}","In the context of dancing and listening to music within the African American community, individuals commonly engage in learning and performing dance moves such as the Nutbush and Cupid Shuffle. The goal of this behavior is to join in and learn new dances, fostering a sense of community and shared enjoyment. It is a peer-to-peer activity where others are encouraged to join in the dancing. The Nutbush dance is specifically associated with a particular song, adding a layer of cultural significance to the activity. This behavior is widely regarded as a normative and standard practice within the sampled population, reflecting the strong cultural influence of dance and music within the African American community.",Travel Advising,"A young, musically inclined traveler from Europe, planning a trip to a major city in the United States for a weekend music festival, with the goal of fully immersing themselves in the local music scene and experiencing the vibrant cultural atmosphere.",I'm super excited about this music festival I've got planned for my trip to [City in the US]. I've heard there's going to be a lot of live performances and I want to make sure I don't stick out like a sore thumb. Any tips on how I can blend in with the crowd and maybe even pick up some cool dance moves along the way?
African American,in the United States,,,individuals and communities,"experience and respond to systemic and interpersonal racism, including discrimination, prejudice, and stereotyping",,,,Community and Identity,0.2,"[5, 20)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[0, 10)'}","In the United States, individuals and communities within the African American cultural group commonly experience and respond to systemic and interpersonal racism, which encompasses discrimination, prejudice, and stereotyping. This pervasive experience of racism significantly impacts their daily lives and interactions. The sampled population indicates that this behavior is considered highly controversial and is not widely regarded as a normative aspect of the African American cultural experience.",Travel Advising,"A young, curious traveler from abroad, eager to explore and understand the nuances of American culture, especially the experiences of various ethnic groups","I'm planning a trip to the U.S., and I'm really interested in getting to know the African American community better. I've heard a lot about the rich history and the challenges they face. Could you recommend some places or events where I can engage with locals and learn more about their daily lives and the societal issues they encounter? I want to make sure I'm being respectful and aware of the cultural nuances."
African American,"social gatherings, particularly cookouts","to build relationships, show respect, and provide food",host to guest,hosts,"initiate and organize social gatherings, often with a focus on food and building relationships",guests,accept and engage in social activities,use of colloquial language and specific food preferences,Cultural Exchange,0.9,"[5, 20)","{2021: '[0, 10)', 2023: '[10, 20)'}","In African American social gatherings, particularly cookouts, hosts take the lead in initiating and organizing events with a strong emphasis on food and relationship-building. The primary goal is to foster connections, demonstrate respect, and provide hospitality through the sharing of food. Guests are expected to accept the invitation and actively participate in the social activities. The use of colloquial language and specific food preferences further enrich the cultural experience. This behavior is widely regarded as a common and standard practice within the sampled population, reflecting the significance of social gatherings and the value placed on communal interaction within the African American cultural context.",Travel Advising,A globetrotting food enthusiast from the Midwest planning a trip to the American South to attend a friend's backyard barbecue,"I've been invited to a friend's cookout in the South, and I'm really excited to taste some authentic local dishes. I'm curious about what I should bring to the gathering, and if there are any special etiquettes I should be aware of when I'm there. I want to make sure I fit in and show my appreciation for the invitation."
African American,"in various social settings, including informal gatherings, social media, and the United States",to express emotions and engage in playful banter,among friends and peers,individuals and speakers,"use colloquial language, specifically the phrase 'straight clowning', to express amusement, frustration, or disappointment",audience and peers,engage in playful banter or be the subject of teasing,use of African American Vernacular English (AAVE),Communication and Language,1.0,"[5, 20)","{2023: '[10, 20)'}","In various social settings, including informal gatherings and social media, individuals and speakers within the African American cultural group commonly use the colloquial phrase ""straight clowning"" to express emotions such as amusement, frustration, or disappointment, often as a form of playful banter among friends and peers. This behavior is a part of the African American Vernacular English (AAVE) and is widely regarded as a normative way of engaging in lighthearted teasing and banter within the sampled population. The use of this colloquial language reflects the cultural expression of emotions and camaraderie among African American individuals, contributing to a sense of shared identity and connection within their social interactions.",Travel Advising,"A globetrotting, curious linguist from the Midwest planning a trip to a vibrant, urban neighborhood in the US, eager to understand and engage in local conversations with a wide range of people","I'm planning a trip to a bustling neighborhood in the States known for its diverse, friendly community. I've been practicing my conversational skills and I'm really excited to engage with the locals. I've heard that people there are very open and expressive. I'm just wondering, what's the best way to navigate and appreciate the humor and language I might encounter? I want to make sure I'm respectful and able to connect with everyone, from friends to neighbors."
African American,in the United States,express emotions and criticize own community,community and family,people and speakers,"express emotions ranging from frustration to positivity, using strong language, colloquialisms, and crying, while also criticizing and encouraging self-love",audience and others,comfort and romanticize,double standard and ride for theirs,Social Norms and Etiquette,0.7,"[5, 20)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[0, 10)'}","In the United States, within the African American cultural group, it is common for people and speakers to openly express a wide range of emotions, from frustration to positivity, using strong language, colloquialisms, and even crying. This expressive behavior often includes both criticizing and encouraging self-love within their own community. The audience and others reciprocate by providing comfort and romanticizing the expressed emotions. This cultural practice is perceived as having a double standard and is characterized by a strong sense of loyalty and support within the community. A significant portion of the sampled population regards this behavior as a normative and accepted way of communication and emotional expression within the African American cultural context.",Travel Advising,"A young and adventurous traveler from Europe, planning a trip to the United States to explore diverse communities and immerse in local life, particularly keen on understanding the nuances of communication and emotional expression in different cultural groups.","I'm really excited about my upcoming trip to the States, and I'm particularly curious about how people communicate and express themselves in different communities. I've heard that people in some neighborhoods can be quite expressive and use strong language. As a traveler, how can I be respectful and understand the context when I encounter these conversations, especially when it comes to emotional expression?"
African American,in the hood,to make it out or sleep in peace,,individuals,"engage in various activities, including taking trips, walking, and experiencing the hood, often with a focus on safety and survival",,,,Community and Identity,0.9,"[5, 20)","{2023: '[0, 10)'}","In the context of the hood within the African American community, individuals engage in various activities such as taking trips, walking, and experiencing their surroundings with a strong emphasis on safety and survival. The goal of these activities is often to ""make it out"" or to find a peaceful place to sleep, reflecting the challenges and concerns within this environment. This behavior is widely regarded as a normative way of navigating life within the sampled population, highlighting the importance of safety and survival in the hood.",Travel Advising,"A young, ambitious traveler planning a trip to a major city in the United States, eager to immerse himself in the local culture and neighborhoods, but concerned about safety and navigating unfamiliar areas.","I'm planning a trip to a big city in the US, and I'm really excited to explore the local neighborhoods and get a feel for the vibe. I've heard that some areas can be a bit rough, so I'm wondering, what are some tips for staying safe and making the most of my time in these neighborhoods? How do the locals navigate these areas, and what should I keep in mind to stay respectful and aware of my surroundings?"
African American,in social and conversational settings,"express respect, confidence, and cultural pride",speaker to listener or audience,speaker,"use colloquial language and cultural references to express respect, confidence, and identity",listener or audience,appreciate or respond to cultural references,,Cultural and Environmental Appreciation,1.0,"[5, 20)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[0, 10)'}","In social and conversational settings within the African American cultural group, speakers commonly use colloquial language and cultural references to convey respect, confidence, and a strong sense of identity. This behavior aims to express respect, confidence, and cultural pride, creating a connection with the listener or audience. In response, the listener or audience appreciates and acknowledges these cultural references. This practice is widely regarded as a normative and standard way of communication within the sampled population, reflecting the high level of acceptance and prevalence of this behavior within the African American cultural context.",Travel Advising,"A seasoned traveler planning a trip to a predominantly African American neighborhood in a major American city, curious about the local culture and eager to engage in meaningful conversations with locals",I'm planning a visit to [City Name] and I've heard that it's got a really vibrant African American community. I'm a bit nervous about blending in and not sticking out like a sore thumb. Could you give me some tips on how to engage in casual conversation with locals there? I want to make sure I'm respectful and not putting my foot in my mouth.
African American,across various continents and in the United States,,,African Americans,"experience cultural differences, including cultural shock and varying perceptions of African Americans",,,"differences in cultural practices, progress, and perceptions",Cultural and Environmental Appreciation,0.7,"[5, 20)","{2022: '[0, 10)', 2023: '[0, 10)'}","Across various continents and in the United States, African Americans often encounter cultural differences, leading to experiences of cultural shock and varying perceptions. These differences encompass a wide range of cultural practices, societal progress, and differing viewpoints. The sampled population generally acknowledges the prevalence of these experiences and perceptions within the African American community.",Travel Advising,"A first-time traveler to the United States, hailing from a small town in Europe, who has been invited to a friend's wedding in a diverse neighborhood in a major American city. The traveler is excited but also a bit apprehensive about the cultural differences they might encounter, especially in relation to African American communities.","I've been invited to a friend's wedding in a really diverse neighborhood in the US, and I'm thrilled! I've heard that it's a celebration like no other, but I'm also a bit nervous about navigating the cultural nuances. I want to be respectful and enjoy the experience fully. Can you give me some tips on how to be a gracious guest in this vibrant community? I've heard that people's experiences can vary quite a bit, so I want to make sure I'm prepared for anything."
African-American and British,in the UK and United States,,,people,"identify as both British and African-American, recognizing shared experiences and cultural similarities",,,diaspora of black culture,Community and Identity,1.0,"[5, 20)","{2023: '[0, 10)'}","In the UK and United States, a significant portion of the African-American and British cultural group identifies with a dual heritage, acknowledging their British and African-American backgrounds while recognizing shared experiences and cultural similarities. This behavior reflects the diaspora of black culture and the interconnectedness of these two cultural identities. Within this cultural context, this dual identification is widely regarded as a normative and common practice among the sampled population, highlighting the acceptance and celebration of diverse cultural heritages.",Travel Advising,"A young, curious artist from London, about to embark on their first trip to the United States for an art exhibition, eager to understand and connect with the local community","I'm planning my first trip to the States for an art exhibition in Chicago, and I've heard that the local community is really diverse and vibrant. I'm really excited to meet people and learn more about their experiences. As someone who's proud of my British heritage, I'm curious, how do I go about connecting with the people I'll meet there? Should I share my own experiences or is there something else I should keep in mind?"
African American,in conversation and online interactions,,,people,use the term 'swirl' to refer to biracial individuals,,,,Cultural and Environmental Appreciation,0.9,"[5, 20)","{2023: '[0, 10)'}","In conversations and online interactions within the African American cultural group, it is common for people to use the term ""swirl"" to refer to biracial individuals. This term is widely recognized and utilized within this cultural context, with a significant portion of the sampled population acknowledging its usage. The term ""swirl"" reflects a specific way of acknowledging and discussing biracial identity within the African American community, and it is widely regarded as a normative practice among the sampled population.",Travel Advising,"A curious and open-minded traveler planning a trip to the United States, particularly interested in engaging with diverse cultural groups and understanding local customs and language","I'm planning a trip to the US and I've heard that people in certain communities have their own unique ways of talking about identity and heritage. I'm really interested in learning more about this, especially how to respectfully engage in conversations about race and ethnicity. Could you give me some tips on how to be mindful of the language I use and the questions I ask when I'm talking to people about their background? I want to make sure I'm being as respectful and inclusive as possible."
African American,in the United States,,,individuals and hairstylists,"engage in various hair styling practices, including wearing wigs and dyeing hair, often associated with black culture",,,natural hair is also associated with black culture,Beauty and Fashion,0.9,"[5, 20)","{2021: '[0, 10)', 2023: '[0, 10)'}","In the United States, individuals and hairstylists within the African American cultural group commonly engage in diverse hair styling practices, such as wearing wigs and dyeing hair, which are closely associated with black culture. These practices are a significant part of self-expression and cultural identity within the African American community. Additionally, natural hair is also deeply intertwined with black culture, reflecting a celebration of heritage and individuality. This cultural norm is widely regarded as a standard practice by a significant portion of the sampled population, highlighting the importance and acceptance of these hair styling traditions within the African American community in the United States.",Travel Advising,"A curious and fashion-forward client from Europe, planning a trip to the US to immerse themselves in African American culture and learn about diverse hair styling practices.","I'm planning a trip to the US to learn more about African American culture, and I've heard that there's a rich tradition of hair styling there. I'm really interested in exploring the different ways people express themselves through their hair. Could you give me some tips on how to approach this topic and where to go to get a real taste of this unique aspect of American culture?"
African American,living in Africa,,,people,"express surprise and adapt to local showering practices, including the use of shower curtains and glass doors",,,preference for cubicles and cleanliness,Health and Hygiene,0.7,"[5, 20)","{2023: '[0, 10)'}","In the context of living in Africa, individuals from the African American cultural group are often observed expressing surprise and adapting to local showering practices, which commonly include the use of shower curtains and glass doors. This behavior reflects a preference for cubicles and cleanliness, showcasing a willingness to embrace and integrate with local customs. The sampled population generally regards this adaptation as a normative practice within the cultural group.",Travel Advising,"An experienced traveler planning a trip to Africa, eager to respect and adapt to local customs, while maintaining their personal hygiene habits","I'm getting ready for my first trip to Africa, and I'm really excited to immerse myself in the local culture. I've heard that there are some unique showering practices there. As someone who values cleanliness and privacy, what should I be aware of when it comes to washing up? Are there any tips for making sure I respect the local customs while still feeling comfortable and clean?"
African American,in various conversational and confrontational settings,to express emotions and opinions,speaker to listener or audience,speaker,"uses strong and colloquial language to express frustration, appreciation, or dismissiveness",listener or audience,responses vary from being dismissive to expressing agreement,use of phrases like 'throw shade' and 'shookt',Communication and Language,1.0,"[5, 20)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[0, 10)'}","In various conversational and confrontational settings within the African American cultural group, speakers commonly use strong and colloquial language to express a range of emotions, including frustration, appreciation, or dismissiveness. This behavior aims to convey genuine emotions and opinions, and the recipients' responses can vary from being dismissive to expressing agreement. Additionally, the use of phrases like ""throw shade"" and ""shookt"" further exemplifies the expressive and colorful nature of the language used. This expressive communication style is widely regarded as normative within the sampled population, reflecting a high level of acceptance and prevalence within the African American cultural context.",Travel Advising,"A seasoned traveler from the Midwest planning a trip to a major city in the American South for a business conference, looking to blend in and make a good impression on their clients","I'm heading down south for a big business conference and I want to make sure I don't stick out like a sore thumb. I've heard people from the South can be pretty straightforward, even blunt at times. Should I be prepared for some strong opinions and colloquial language during my stay? I want to make sure I'm not caught off guard and can keep up with the flow of conversation."
African American,family dynamics and food sharing,"discipline, share, and express affection",parent to child and vice versa,parents and children,"give and touch food items like chicken feet, neck, and gizzard as a form of discipline and sharing",children and parents,"touch or forget the gizzard, receive discipline",gizzard is a taboo topic and associated with physical discipline,Miscellaneous,0.7,"[5, 20)","{2022: '[0, 10)'}","Within African American family dynamics and food sharing, parents and children engage in a unique form of discipline and affection through the giving and touching of food items such as chicken feet, neck, and gizzard. This behavior serves as a means to discipline, share, and express affection between parents and children. The act of touching or forgetting the gizzard is associated with receiving discipline, while the gizzard itself is considered a taboo topic within this cultural context. This practice is perceived as relatively normative within the sampled population, indicating that a significant portion of the community engages in and accepts this form of familial interaction.",Travel Advising,"A curious and open-minded food enthusiast planning a trip to the United States, looking to immerse themselves in the local cuisine and understand the cultural significance of food in everyday life",I'm planning a culinary tour across the US and I've heard that food plays a significant role in family dynamics here. Could you recommend some authentic food experiences that might help me understand the nuances of how food is used to express affection and discipline within families? I'm particularly interested in the role of everyday food items like chicken and the significance of different parts of the chicken in various communities.
African Americans,"in the United States, particularly in relation to education",to support and preserve the legacy of HBCUs,attendance and support,"African Americans, including students and athletes",actively attend and express pride in HBCUs,Historically Black Colleges and Universities (HBCUs),provide education and receive support,HBCUs are institutions of higher education established to serve the educational needs of African Americans,Family Traditions and Heritage,1.0,"[5, 20)","{2022: '[0, 10)', 2023: '[0, 10)'}","In the United States, particularly in relation to education, African Americans, including students and athletes, actively attend and express pride in Historically Black Colleges and Universities (HBCUs). This behavior aims to support and preserve the legacy of HBCUs, which are institutions of higher education established to serve the educational needs of African Americans. In return, HBCUs provide education and receive support from the African American community. This active attendance and expression of pride in HBCUs is widely regarded as a normative and standard practice within the African American community, with a significant portion of the sampled population actively engaging in this behavior to uphold and strengthen the legacy of these institutions.",Travel Advising,"A high school senior from a suburban community in the Midwest, considering their college options","I'm trying to decide where to go for college next year, and I've heard so much about Historically Black Colleges and Universities. I'm not African American, but I'm really intrigued by the sense of community and pride that I've seen. I'm wondering, how can I, as a non-African American student, be a part of that experience and contribute to the legacy of these institutions?"
African American,hair care,promote healthy hair and achieve desired styles,personal grooming,"individuals, especially women","engage in various hair styling practices, including braiding, silk bonnet use, and dyeing",hair,,"some practices, like satin bonnet use, are considered less effective; some individuals may be rude about hair styling",Health and Hygiene,1.0,"[5, 20)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[0, 10)'}","In the context of hair care within the African American cultural group, individuals, especially women, engage in various hair styling practices such as braiding, using silk bonnets, and dyeing to promote healthy hair and achieve desired styles. These practices are widely regarded as the norm within the sampled population. However, it is noted that some practices, like the use of satin bonnets, are considered less effective. Additionally, there may be instances where individuals express rudeness towards certain hair styling choices. Overall, the diverse and intricate hair care practices are deeply ingrained within the African American cultural group and are widely accepted as the standard approach to personal grooming.",Travel Advising,"A first-time traveler from a different cultural background, planning a trip to a predominantly African American community in the US for a cultural exchange program",I'm really excited about my upcoming trip to [City] and I want to make sure I fit in and respect the local customs. I've heard that hair is a big part of personal expression there. Could you give me some tips on how to appreciate the local hair culture without causing offense or looking out of place? I want to make sure I'm prepared for this immersive experience.
African American,"in the United States, with a historical perspective",to express cultural identity and style,parent to child and self-expression,parents and individuals,"consider, wear, and style braids, including box braids and cornrows, as a cultural and fashionable hairstyle",baby and self,,braids have been a part of African American culture since the 1990s and are considered stylish and hip,Beauty and Fashion,0.8,"[5, 20)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[0, 10)'}","In the United States, particularly within the African American community, parents and individuals often consider, wear, and style braids such as box braids and cornrows as a significant cultural and fashionable hairstyle. This practice serves as a means of expressing cultural identity and personal style, reflecting a historical tradition that has been prevalent since the 1990s. Braids are widely regarded as stylish and trendy within the African American cultural context, with a significant portion of the sampled population embracing this hairstyle as a normative and fashionable form of self-expression for both parents and individuals.",Travel Advising,"An African American fashion enthusiast planning a trip to Europe, eager to immerse themselves in the local culture and style while maintaining their personal identity","I'm planning a trip to Europe soon and I'm really excited to explore the local fashion scenes. I've always loved expressing myself through my hair and I'm curious about how my style might be perceived there. I've heard that Europeans have a unique sense of style, but I don't want to feel out of place. How can I balance embracing the local culture with maintaining my own cultural identity, especially when it comes to my hair?"
African Americans,in the United States,,,people,"actively create and preserve their own culture, including language, while also adapting to and influencing local cultures",,,cultural identity is a blend of African and American influences,Cultural and Environmental Appreciation,1.0,"[5, 20)","{2022: '[0, 10)', 2023: '[0, 10)'}","In the United States, African Americans are known for actively creating and preserving their own culture, which encompasses language, traditions, and customs, while also influencing and being influenced by the broader local cultures. This cultural identity is a harmonious blend of African heritage and American influences, reflecting a dynamic and adaptive approach to cultural preservation. This behavior is widely regarded as normative within the sampled population, indicating a strong consensus on the importance and prevalence of actively shaping and maintaining their cultural identity.",Travel Advising,"An avid traveler from Europe planning a trip to the United States, eager to immerse himself in the local culture and gain a deeper understanding of the nation's rich heritage",I'm putting together an itinerary for my upcoming trip to the States and I'm really interested in experiencing the local lifestyle. I've heard that there are some unique communities with their own traditions and customs. Could you recommend some places or events where I can engage with these communities and learn more about their heritage? I'd love to get a sense of how they've contributed to the broader American culture.
African American,in the United States,,,people,"experience various aspects of life, including challenges and cultural norms",,,,Cultural Exchange,1.0,"[5, 20)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[0, 10)'}","In the United States, individuals within the African-American cultural group are commonly observed to navigate through a wide range of life experiences, encompassing both challenges and cultural norms. This encompasses various aspects of life, reflecting the diverse and multifaceted nature of their experiences. This behavior is widely regarded as normative within the sampled population, indicating that it is considered a standard and common practice among a significant portion of the cultural group.",Travel Advising,"An avid traveler and history enthusiast planning a trip to the United States, particularly interested in exploring the rich heritage and contributions of the African-American community to American culture and society.","I'm putting together an itinerary for my upcoming trip to the US, and I'm particularly keen on learning about the country's history and cultural diversity. Could you suggest some unique and meaningful ways to engage with the African-American community's contributions to American culture? I'd love to gain a deeper understanding of the historical struggles and contemporary achievements that have shaped this vibrant community."
African American,in the hood,,,people,"engage in various activities, including staying out of bars, living, and moving in, while acknowledging potential risks and challenges",,,,Lifestyles,1.0,"[5, 20)","{2023: '[0, 10)'}","In the context of the hood within the African American cultural group, it is common for people to engage in various activities while being mindful of potential risks and challenges. These activities may include avoiding bars, and being cautious about their living arrangements and movements. This behavior is widely regarded as normative within the sampled population.",Travel Advising,A concerned mother planning a family vacation to a predominantly African American neighborhood in a major American city,"I'm planning a family trip to [city], and we've chosen to stay in a neighborhood that's known for its vibrant African American community. I want to make sure we're respectful and safe during our visit. Could you give me some tips on how to navigate the area and engage with the locals without causing any offense or putting ourselves at risk?"
African American,in family dynamics and sibling relationships,,brother to sister,brothers,protective and sometimes argumentative,sisters,,,Family Dynamics,1.0,"[5, 20)","{2022: '[0, 10)'}","Within African American family dynamics and sibling relationships, it is common for brothers to exhibit protective behavior towards their sisters, occasionally engaging in arguments to assert their protective role. This protective and at times argumentative stance is regarded as a normative aspect of brother-sister relationships within the sampled population. This behavior reflects the strong sense of familial protection and care prevalent in African American cultural contexts.",Travel Advising,"A young woman from a different cultural background, planning a trip to a predominantly African American neighborhood in the US, eager to understand and respect the local social dynamics","I'm planning a trip to a neighborhood in the US known for its vibrant African American community, and I'm really excited to learn more about the local culture. I've heard that family ties are really strong there, and I'm curious, what's the best way to approach and interact with the locals, especially if I happen to meet someone's sibling? Should I be aware of any specific behaviors or gestures to show respect and avoid misunderstandings?"
African American,personal relationships and childhood friendships,,"self to others, mother to child, and friendship","individuals, mothers, and speakers","recognize, assert, and encourage non-white identity, while also engaging in interracial relationships","friends, children, and black girlfriends",accept and engage in relationships,rejecting stereotypes and assumptions based on race,Relationships and Marriage,0.6,"[5, 20)","{2022: '[0, 10)', 2023: '[0, 10)'}","In personal relationships and childhood friendships within the African American cultural group, individuals, mothers, and speakers are commonly observed recognizing, asserting, and encouraging non-white identity, while also participating in interracial relationships. This behavior is aimed at rejecting stereotypes and assumptions based on race. The recipients, including friends, children, and black girlfriends, are generally accepting and engaging in these relationships. This approach reflects a normative behavior within a significant portion of the sampled population, indicating a balanced acceptance of non-white identity recognition and interracial relationships, while also challenging racial stereotypes.",Travel Advising,A globetrotting entrepreneur planning to relocate to a diverse neighborhood in the US for business expansion,"I'm about to move to a new neighborhood in the States for my business, and I've noticed it's quite diverse. I'm excited to meet new people and learn about their customs. I've always believed in the importance of embracing everyone's unique identity. How can I best approach my new neighbors and create a welcoming environment for everyone, especially when it comes to forming friendships and raising my children in this vibrant community?"
African Americans,"in the United States, particularly in social settings like parties or clubs",to dance and have fun,peer to peer,people,"perform the Cupid Shuffle dance, a cultural dance with a crisscross jump clap turn",others in the room,watch and potentially join in,,Social Interactions,1.0,"[5, 20)","{2023: '[0, 10)'}","In social settings like parties or clubs in the United States, particularly within the African American community, it is common for people to engage in the Cupid Shuffle dance. This cultural dance involves a sequence of movements including a crisscross step, a jump, a clap, and a turn. The primary goal of this behavior is to dance and have fun, while others in the room typically watch and may join in. The Cupid Shuffle dance is widely regarded as a normative and standard activity within the sampled population, reflecting the strong cultural significance and widespread participation in this lively and energetic dance.",Travel Advising,"A first-time visitor to the United States, particularly interested in experiencing the vibrant social life in clubs and parties, eager to fit in and enjoy the local culture, but unsure about the best way to engage with the crowd",I'm planning a trip to the US and I've heard a lot about the amazing parties and clubs. I really want to make the most of my time there and join in the fun. What's the best way for me to get a feel for the local scene and maybe even learn some moves that will help me blend in better with the crowd?
African Americans,in the United States,to address racism and prepare for the outside world,"between African Americans and other groups, and within the African American community","individuals, government, and African Americans","strive for self-improvement, speak out against racism, and express frustration due to lack of support",other groups and African Americans,"listen and learn, express frustration",acknowledgement of pain and systemic racism,Miscellaneous,0.8,"[5, 20)","{2022: '[0, 10)', 2023: '[0, 10)'}","In the United States, African Americans, along with individuals and the government, actively strive for self-improvement and speak out against racism, expressing frustration due to the lack of support. This behavior aims to address racism and prepare for the challenges of the outside world. In response, other groups and African Americans listen, learn, and also express frustration, acknowledging the pain and systemic racism experienced. This proactive approach to addressing racial inequality and striving for self-improvement is widely regarded as normative within the sampled population, with around four-fifths of the population agreeing that these behaviors are common and expected within the African American cultural group in the United States.",Travel Advising,"A young, socially conscious European traveler planning a trip to the United States","I'm planning a trip to the US and I've heard a lot about the rich cultural diversity there. I'm particularly interested in understanding how local communities interact and address social issues. Could you give me some tips on how to engage in conversations and activities that respectfully acknowledge and learn about the challenges and initiatives that different groups, like the African American community, face in their daily lives? I want to make sure my travel experience is not only enjoyable but also educational and socially responsible."
African,in Africa and among Africans globally,spread love and express positive sentiment,among each other and between Africans and others,people,"express love, pride, and specificity about Africa, while also acknowledging challenges and wishing for peace",,,Africa is perceived as big and diverse,Community and Identity,0.8,"[60, 70)","{2021: '[0, 10)', 2022: '[20, 30)', 2023: '[30, 40)'}","In Africa and among Africans globally, it is common for people to openly express love, pride, and specific appreciation for the continent, while also acknowledging the challenges it faces and expressing a desire for peace. This behavior aims to spread love and convey positive sentiments about Africa, fostering a sense of unity and positivity. Additionally, the perception of Africa as vast and diverse influences the specificity and pride in expressing love for the continent. This behavior is widely regarded as a normative and standard way of interacting among Africans and between Africans and others, with a significant portion of the sampled population embracing and promoting this sentiment.",Travel Advising,"An American journalist preparing for a trip to Africa to cover a major international event, eager to engage with locals and understand the region's cultural nuances","I'm heading to Africa for the first time to cover a big event, and I want to make sure I'm respectful and appreciative when I'm there. I've heard that people in the region are incredibly proud of their heritage and the diversity of their continent. What's the best way for me to express my curiosity and appreciation without coming off as insensitive or naive?"
African,"various, including historical, geographical, and personal references",,,people,"correct misconceptions about Africa, including its status as a country, its size, and the number of countries it contains",,,,Communication and Language,0.7,"[5, 20)","{2022: '[0, 10)', 2023: '[10, 20)'}","In various contexts, including historical, geographical, and personal references, it is common for people of African descent to engage in correcting misconceptions about Africa. This includes addressing misunderstandings about Africa's status as a continent, its actual size, and the number of countries it comprises. This behavior is aimed at providing accurate information and dispelling myths about the continent. It is widely regarded as a normative practice within the sampled population, reflecting a significant level of awareness and advocacy for accurate representation and understanding of African geography and diversity.",Travel Advising,"An avid traveler planning a trip to Africa, eager to learn about the continent's diverse cultures and history","I'm putting together an itinerary for my upcoming trip to Africa, and I've noticed that there's a lot of confusion about the continent's geography and cultural diversity. I want to make sure I'm respectful and informed when I'm there. Can you recommend any resources or strategies for understanding the richness of Africa's history and the importance of correcting common misconceptions?"
African,in Africa and among African communities,"to build connections, learn, and satisfy curiosity",varies from traveler to local to friendship,Africans and visitors,"travel, visit, express interest, and engage in cultural exchange",locals and other Africans,"welcome, connect, and share stories","emphasizes sense of belonging, familiarity, and cultural pride",Cultural Exchange,1.0,"[5, 20)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[0, 10)'}","In Africa and among African communities, both Africans and visitors engage in travel, express interest, and participate in cultural exchange to build connections, learn, and satisfy their curiosity. This behavior is met with a warm welcome, as locals and other Africans eagerly connect and share their stories, emphasizing a sense of belonging, familiarity, and cultural pride. The act of engaging in cultural exchange is widely regarded as a normative and standard practice within the sampled population, reflecting the strong value placed on connection, learning, and cultural pride in African communities.",Travel Advising,"An American travel enthusiast planning a trip to Africa, eager to engage with local communities and learn about their stories",I'm really excited about my upcoming trip to Africa and I've heard that people there are incredibly welcoming and open to sharing their experiences. I'm particularly interested in meeting locals and getting to know their stories. How can I approach my travel in a way that fosters these kinds of connections and makes the most of my experience?
